post,sentiment
La duración no pasó de sin novedad.,Neutral
"El dispositivo me pareció más o menos, y en realidad sin características destacables.",Neutral
"El soporte me pareció ni frío ni calor. Por otra parte, no es para tanto.",Neutral
"La aplicación se mantuvo ordinario; típico, ni más ni menos.",Neutral
La experiencia está mediano. lo que se esperaría normalmente.,Neutral
El electrodoméstico lo calificaría como ni bien ni mal.,Neutral
"La computadora es apenas como siempre, considerando todo, cumple su función.",Neutral
"La capacidad es más bien mismo. En general, lo usual.",Neutral
El espectáculo no pasó de nada del otro mundo.,Neutral
"La prenda es simplemente suficiente. No obstante, cumple lo básico.",Neutral
El producto es bastante regular - lo mismo de siempre.,Neutral
El curso me pareció tolerable.,Neutral
"La velocidad es simplemente del montón, ni lo mejor ni lo peor.",Neutral
"El funcionamiento es simplemente ni fu ni fa, y en realidad dentro de lo esperado.",Neutral
"El funcionamiento lo calificaría como masomenos. Sin embargo, sin características destacables.",Neutral
La tienda es simplemente nada del otro mundo. sin características destacables.,Neutral
La cafetería es bastante ordinario.,Neutral
"El bar es simplemente ni frío ni calor. Personalmente, tiene cosas buenas y malas.",Neutral
El smartphone es apenas ni bueno ni malo; se mantiene en la media.,Neutral
"La duración resultó funcional, y en realidad como la mayoría.",Neutral
La cafetería es más bien masomenos.,Neutral
"El electrodoméstico es apenas ni fu ni fa, y en realidad cumple pero sin destacar.",Neutral
La prenda está ni bueno ni malo.,Neutral
La prenda estaba correcto.,Neutral
El rendimiento resultó normal.,Neutral
"La asistencia técnica es funcional, considerando todo, no es para tanto.",Neutral
La capacidad me pareció aceptable.,Neutral
"El producto se puede considerar estándar. Por otra parte, podría ser mejor, podría ser peor.",Neutral
"El mantenimiento estaba sin novedad, pero lo de siempre.",Neutral
"El diseño es simplemente suficiente. Personalmente, ni lo mejor ni lo peor.",Neutral
"La estancia resultó promedio, y en realidad cumple lo básico.",Neutral
El cine me pareció ni para bien ni para mal.,Neutral
"La interfaz fue algo correcto. Sin embargo, como cabría esperar.",Neutral
El supermercado se mantuvo ni bueno ni malo - sin características destacables.,Neutral
"La velocidad es apenas promedio. En general, no es para tanto.",Neutral
El libro estaba masomenos.,Neutral
El funcionamiento me pareció suficiente.,Neutral
"El aparato no pasó de ni bien ni mal. No obstante, típico, ni más ni menos.",Neutral
El smartphone fue así así - ni lo mejor ni lo peor.,Neutral
"La reparación no pasó de igual, tiene sus pros y contras por igual.",Neutral
La velocidad no pasó de así así.,Neutral
"La jornada fue pasable, aunque tiene cosas buenas y malas.",Neutral
"La prenda fue ni frío ni calor, si bien lo mismo de siempre.",Neutral
La computadora es más bien así así.,Neutral
"El dispositivo lo encontré mismo. Sin embargo, ni impresiona ni decepciona.",Neutral
La sesión lo calificaría como estándar.,Neutral
El centro comercial se puede considerar sin pena ni gloria - algunos aspectos mejores que otros.,Neutral
"El aparato estaba funcional, aunque lo que se esperaría normalmente.",Neutral
El restaurante lo encontré ni para bien ni para mal.,Neutral
El mantenimiento se puede considerar funcional.,Neutral
"La cafetería me pareció ni bueno ni malo. En general, tiene sus pros y contras por igual.",Neutral
La atención es más bien suficiente.,Neutral
El supermercado fue algo correcto.,Neutral
El supermercado es correcto; ni lo mejor ni lo peor.,Neutral
"El trato es más bien ordinario, se mantiene en la media.",Neutral
"El concierto estaba del montón. En general, no es nada del otro mundo.",Neutral
El evento se mantuvo sin novedad.,Neutral
El mueble es ni bueno ni malo.,Neutral
El programa me pareció del montón; algunos aspectos mejores que otros.,Neutral
El libro lo encontré nada del otro mundo.,Neutral
La cafetería es bastante ni bueno ni malo.,Neutral
"El viaje resultó básico. Por otra parte, sin características destacables.",Neutral
"El aparato lo calificaría como así así. Por otra parte, se mantiene en la media.",Neutral
"La entrega lo encontré ni bueno ni malo. No obstante, es lo que se ofrece habitualmente.",Neutral
"El trato es común. Personalmente, justo en el medio.",Neutral
El curso es bastante sin novedad; no es nada del otro mundo.,Neutral
"La estancia fue algo ni frío ni calor, aunque sin características especiales.",Neutral
La velocidad es más bien ni bueno ni malo. sin destacar particularmente.,Neutral
El programa está del montón.,Neutral
"El rendimiento es más bien ordinario, aunque es lo que hay.",Neutral
La cafetería se puede considerar del montón.,Neutral
"La entrega es apenas ni frío ni calor; típico, ni más ni menos.",Neutral
El electrodoméstico resultó más o menos.,Neutral
El hotel lo encontré básico.,Neutral
"La velocidad se mantuvo como siempre, sin sorpresas.",Neutral
La estancia se puede considerar aceptable.,Neutral
"El mueble lo encontré ni bueno ni malo. Personalmente, no es para tanto.",Neutral
La aplicación lo encontré moderado.,Neutral
El aparato fue algo común.,Neutral
"La velocidad es más bien masomenos. En general, ni para tirar cohetes ni para quejarse.",Neutral
La computadora lo calificaría como sin pena ni gloria.,Neutral
"El establecimiento es apenas ni para bien ni para mal. No obstante, no es para tanto.",Neutral
"La estancia fue ni frío ni calor, pero ni impresiona ni decepciona.",Neutral
"La atención resultó así así. Por otra parte, lo usual.",Neutral
El espectáculo estaba mismo - lo de siempre.,Neutral
El programa se mantuvo correcto; ni impresiona ni decepciona.,Neutral
"El producto lo encontré correcto. Por otra parte, sin destacar particularmente.",Neutral
"El mantenimiento es bastante mismo. Por otra parte, podría ser mejor, podría ser peor.",Neutral
"La interfaz es bastante ni para bien ni para mal, es lo que hay.",Neutral
La experiencia es bastante ni fu ni fa. cumple pero sin destacar.,Neutral
"El artículo fue algo funcional. Personalmente, no es para emocionarse ni para evitarlo.",Neutral
"La entrega resultó ni frío ni calor, pero lo típico.",Neutral
"El concierto se puede considerar aceptable, pero dentro de lo esperado.",Neutral
"El videojuego lo calificaría como pasable. Sin embargo, es lo que se ofrece habitualmente.",Neutral
"El establecimiento se puede considerar ordinario. podría ser mejor, podría ser peor.",Neutral
La instalación lo calificaría como mismo.,Neutral
"El establecimiento fue masomenos. Por otra parte, nada especial que destacar.",Neutral
El bar resultó mediano - ni destaca ni decepciona.,Neutral
El soporte es más bien del montón.,Neutral
"La entrega es más bien mediano, aunque ni destaca ni decepciona.",Neutral
El funcionamiento está ni bien ni mal.,Neutral
El hotel está mediano. sin características destacables.,Neutral
"El hotel es bastante sin pena ni gloria. En general, no es para tanto.",Neutral
"El diseño se puede considerar ni bueno ni malo. Personalmente, típico, ni más ni menos.",Neutral
"La reparación no pasó de mismo. Sin embargo, no es para emocionarse ni para evitarlo.",Neutral
"La sesión lo encontré nada del otro mundo, pero lo de siempre.",Neutral
"El cine lo calificaría como aceptable, y en realidad como la mayoría.",Neutral
"El televisor es aceptable. Por otra parte, tiene sus pros y contras por igual.",Neutral
El trato fue común; no es para tanto.,Neutral
"El viaje fue ni bueno ni malo, aunque sin grandes virtudes ni defectos.",Neutral
"El restaurante fue moderado. Por otra parte, 50/50.",Neutral
El producto está tolerable.,Neutral
"La calidad no pasó de ni para bien ni para mal. Por otra parte, tiene sus pros y contras por igual.",Neutral
La atención se mantuvo aceptable.,Neutral
"El restaurante resultó funcional. No obstante, se mantiene en la media.",Neutral
El curso se mantuvo ni frío ni calor.,Neutral
"La capacidad lo encontré aceptable, típico, ni más ni menos.",Neutral
"El juego es apenas ni fu ni fa. Personalmente, lo mismo de siempre.",Neutral
"La aplicación es bastante ni para bien ni para mal, pero sin características especiales.",Neutral
El hotel se puede considerar aceptable; ni destaca ni decepciona.,Neutral
La interfaz se puede considerar ni fu ni fa.,Neutral
"La clase no pasó de suficiente. Personalmente, dentro de lo esperado.",Neutral
"La velocidad es bastante normal. Personalmente, ni lo mejor ni lo peor.",Neutral
"La conferencia se mantuvo ni para bien ni para mal. Sin embargo, podría ser mejor, podría ser peor.",Neutral
"La película lo encontré igual, pero justo en el medio.",Neutral
"El videojuego es bastante más o menos. Por otra parte, típico, ni más ni menos.",Neutral
El juego es igual.,Neutral
"El bar es ni bueno ni malo, si bien sin destacar particularmente.",Neutral
"La duración es más bien igual. Personalmente, sin grandes virtudes ni defectos.",Neutral
"La jornada está ni para bien ni para mal, pero no es para tanto.",Neutral
"El tamaño fue ni para bien ni para mal, sin sorpresas.",Neutral
"La velocidad fue algo regular. No obstante, tiene sus pros y contras por igual.",Neutral
El servicio es más bien correcto. sin grandes virtudes ni defectos.,Neutral
El cine fue algo intermedio.,Neutral
El rendimiento es más bien masomenos.,Neutral
"La calidad resultó sin pena ni gloria, considerando todo, dentro de lo esperado.",Neutral
El restaurante fue mismo.,Neutral
La película es bastante común - dentro de lo esperado.,Neutral
"El trato me pareció estándar, si bien no es para tanto.",Neutral
La computadora estaba básico.,Neutral
La potencia es pasable - no es para emocionarse ni para evitarlo.,Neutral
"La experiencia fue algo funcional, pero lo mismo de siempre.",Neutral
"La experiencia fue como siempre. Personalmente, ni destaca ni decepciona.",Neutral
"El producto resultó ni fu ni fa. No obstante, lo que se esperaría normalmente.",Neutral
"La cafetería se puede considerar mediano. En general, no es para tanto.",Neutral
"El smartphone es más bien suficiente. No obstante, no es nada del otro mundo.",Neutral
La conferencia es más bien básico. sin grandes virtudes ni defectos.,Neutral
El electrodoméstico lo calificaría como del montón.,Neutral
La jornada es simplemente masomenos. cumple lo básico.,Neutral
El evento es bastante nada del otro mundo.,Neutral
La duración es apenas moderado.,Neutral
"La estancia es apenas ni bueno ni malo. No obstante, se mantiene en la media.",Neutral
El artículo se mantuvo mediano. sin grandes virtudes ni defectos.,Neutral
"El concierto me pareció masomenos. Por otra parte, no es para tanto.",Neutral
La atención fue ni bueno ni malo.,Neutral
"El smartphone no pasó de mediano, considerando todo, ni destaca ni decepciona.",Neutral
"El envío resultó común, pero podría ser mejor, podría ser peor.",Neutral
El electrodoméstico lo calificaría como ni bueno ni malo.,Neutral
"La entrega es funcional. No obstante, sin destacar particularmente.",Neutral
El programa estaba funcional.,Neutral
"La duración resultó sin novedad. Por otra parte, no me quejo pero tampoco lo recomendaría especialmente.",Neutral
La conferencia resultó ordinario - ni impresiona ni decepciona.,Neutral
"La clase no pasó de sin novedad, y en realidad no es para tanto.",Neutral
El dispositivo es más bien normal.,Neutral
El mueble fue algo tolerable.,Neutral
